medal_type,medal_code,athlete_short_name,athlete_name,athlete_sex,country_code,discipline_code,event,country,discipline
Bronze Medal,3,BERULTSEVA S,BERULTSEVA Sofya,W,KAZ,KTE,Women's Kumite +61kg,Kazakhstan,Karate
Gold Medal,1,CHOONG J,CHOONG Joseph,M,GBR,MPN,Men's Individual,Great Britain,Modern Pentathlon
Silver Medal,2,ELGENDY A,ELGENDY Ahmed,M,EGY,MPN,Men's Individual,Egypt,Modern Pentathlon
Bronze Medal,3,JUN W,JUN Woongtae,M,KOR,MPN,Men's Individual,Republic of Korea,Modern Pentathlon
Gold Medal,1,ASHRAM L,ASHRAM Linoy,W,ISR,GRY,Individual All-Around,Israel,Rhythmic Gymnastics
Silver Medal,2,AVERINA D,AVERINA Dina,W,ROC,GRY,Individual All-Around,ROC,Rhythmic Gymnastics
Bronze Medal,3,HARNASKO A,HARNASKO Alina,W,BLR,GRY,Individual All-Around,Belarus,Rhythmic Gymnastics
Gold Medal,1,le GOFF N,le GOFF Nicolas,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,CHINENYEZE B,CHINENYEZE Barthelemy,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,BOYER S,BOYER Stephen,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,BRIZARD A,BRIZARD Antoine,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,BULTOR D,BULTOR Daryl,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,CLEVENOT T,CLEVENOT Trevor,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,GREBENNIKOV J,GREBENNIKOV Jenia,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,LOUATI Y,LOUATI Yacine,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,NGAPETH E,NGAPETH Earvin,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,PATRY J,PATRY Jean,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,TILLIE K,TILLIE Kevin,M,FRA,VVO,Men,France,Volleyball
Gold Medal,1,TONIUTTI B,TONIUTTI Benjamin,M,FRA,VVO,Men,France,Volleyball
Silver Medal,2,KOBZAR I,KOBZAR Igor,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,PANKOV P,PANKOV Pavel,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,VOLVICH A,VOLVICH Artem,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,KURKAEV I,KURKAEV Ilyas,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,IAKOVLEV I,IAKOVLEV Ivan,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,KLIUKA E,KLIUKA Egor,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,VOLKOV D,VOLKOV Dmitry,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,PODLESNYKH Y,PODLESNYKH Yaroslav,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,BOGDAN D,BOGDAN Denis,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,MIKHAYLOV M,MIKHAYLOV Maxim,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,POLETAEV V,POLETAEV Victor,M,ROC,VVO,Men,ROC,Volleyball
Silver Medal,2,GOLUBEV V,GOLUBEV Valentin,M,ROC,VVO,Men,ROC,Volleyball
Bronze Medal,3,de CECCO L,de CECCO Luciano,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,SANCHEZ M,SANCHEZ Matias,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,SOLE S,SOLE Sebastian,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,RAMOS M,RAMOS Martin,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,LOSER A,LOSER Agustin,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,PEREYRA F,PEREYRA Federico,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,LIMA B,LIMA Bruno,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,CONTE F,CONTE Facundo,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,POGLAJEN C,POGLAJEN Cristian,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,PALACIOS E,PALACIOS Ezequiel,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,MENDEZ N,MENDEZ Nicolas,M,ARG,VVO,Men,Argentina,Volleyball
Bronze Medal,3,DANANI S,DANANI Santiago,M,ARG,VVO,Men,Argentina,Volleyball
Gold Medal,1,FISCHER A,FISCHER Aria,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,JOHNSON A,JOHNSON Ashleigh,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,LONGAN A,LONGAN Amanda,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,WILLIAMS A,WILLIAMS Alys,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,NEUSHUL J,NEUSHUL Jamie,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,GILCHRIST K,GILCHRIST Kaleigh,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,FISCHER M,FISCHER Makenzie,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,MUSSELMAN M,MUSSELMAN Madeline,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,SEIDEMANN M,SEIDEMANN Melissa,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,STEFFENS M,STEFFENS Margaret,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,HAUSCHILD P,HAUSCHILD Paige,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,FATTAL R,FATTAL Rachel,W,USA,WPO,Women,United States of America,Water Polo
Gold Medal,1,HARALABIDIS S,HARALABIDIS Stephanie,W,USA,WPO,Women,United States of America,Water Polo
Silver Medal,2,BACH M,BACH Marta,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,ESPAR LLAQUET A,ESPAR LLAQUET Anna,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,ESPAR LLAQUET C,ESPAR LLAQUET Clara,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,ESTER RAMOS L,ESTER RAMOS Laura,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,FORCA ARIZA J,FORCA ARIZA Judith,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,GARCIA GODOY M,GARCIA GODOY Maica,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,GONZALEZ LOPEZ I,GONZALEZ LOPEZ Irene,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,LEITON ARRONES P,LEITON ARRONES Paula,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,ORTIZ B,ORTIZ Bea,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,PENA P,PENA Pili,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,SANCHEZ GONZALEZ M,SANCHEZ GONZALEZ Maria Elena,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,TARRAGO AYMERICH R,TARRAGO AYMERICH Roser,W,ESP,WPO,Women,Spain,Water Polo
Silver Medal,2,RUIZ E,RUIZ Elena,W,ESP,WPO,Women,Spain,Water Polo
Bronze Medal,3,GANGL E,GANGL Edina,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,GARDA K,GARDA Krisztina,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,GURISATTI G,GURISATTI Greta,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,GYONGYOSSY A,GYONGYOSSY Aniko,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,ILLES A,ILLES Anna,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,KESZTHELYI R,KESZTHELYI Rita,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,LEIMETER D,LEIMETER Dora,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,MAGYARI A,MAGYARI Alda,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,PARKES R,PARKES Rebecca,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,RYBANSKA N,RYBANSKA Natasa,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,SZILAGYI D,SZILAGYI Dorottya,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,SZUCS G,SZUCS Gabriella,W,HUN,WPO,Women,Hungary,Water Polo
Bronze Medal,3,VALYI V,VALYI Vanda,W,HUN,WPO,Women,Hungary,Water Polo
Gold Medal,1,OTOGURO T,OTOGURO Takuto,M,JPN,WRE,Men's Freestyle 65kg,Japan,Wrestling
Silver Medal,2,ALIYEV H,ALIYEV Haji,M,AZE,WRE,Men's Freestyle 65kg,Azerbaijan,Wrestling
Bronze Medal,3,RASHIDOV G,RASHIDOV Gadzhimurad,M,ROC,WRE,Men's Freestyle 65kg,ROC,Wrestling
Bronze Medal,3,BAJRANG B,BAJRANG Bajrang,M,IND,WRE,Men's Freestyle 65kg,India,Wrestling
Gold Medal,1,SADULAEV A,SADULAEV Abdulrashid,M,ROC,WRE,Men's Freestyle 97kg,ROC,Wrestling
Silver Medal,2,SNYDER KF,SNYDER Kyle Frederick,M,USA,WRE,Men's Freestyle 97kg,United States of America,Wrestling
Bronze Medal,3,SALAS PEREZ R,SALAS PEREZ Reineris,M,CUB,WRE,Men's Freestyle 97kg,Cuba,Wrestling
Bronze Medal,3,CONYEDO RUANO ADJ,CONYEDO RUANO Abraham de Jesus,M,ITA,WRE,Men's Freestyle 97kg,Italy,Wrestling
Gold Medal,1,SUSAKI Y,SUSAKI Yui,W,JPN,WRE,Women's Freestyle 50kg,Japan,Wrestling
Silver Medal,2,SUN Y,SUN Yanan,W,CHN,WRE,Women's Freestyle 50kg,People's Republic of China,Wrestling
Bronze Medal,3,STADNIK M,STADNIK Mariya,W,AZE,WRE,Women's Freestyle 50kg,Azerbaijan,Wrestling
Bronze Medal,3,HILDEBRANDT SA,HILDEBRANDT Sarah Ann,W,USA,WRE,Women's Freestyle 50kg,United States of America,Wrestling
Gold Medal,1,KIPCHOGE E,KIPCHOGE Eliud,M,KEN,ATH,Men's Marathon,Kenya,Athletics
Silver Medal,2,NAGEEYE A,NAGEEYE Abdi,M,NED,ATH,Men's Marathon,Netherlands,Athletics
Bronze Medal,3,ABDI B,ABDI Bashir,M,BEL,ATH,Men's Marathon,Belgium,Athletics
Gold Medal,1,ATKINS A,ATKINS Ariel,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,WILSON A,WILSON A'ja,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,GRINER B,GRINER Brittney,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,STEWART B,STEWART Breanna,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,GRAY C,GRAY Chelsea,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,LOYD J,LOYD Jewell,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,TAURASI D,TAURASI Diana,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,BIRD S,BIRD Sue,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,DIGGINS S,DIGGINS Skylar,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,FOWLES S,FOWLES Sylvia,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,CHARLES T,CHARLES Tina,W,USA,BKB,Women,United States of America,Basketball
Gold Medal,1,COLLIER N,COLLIER Napheesa,W,USA,BKB,Women,United States of America,Basketball
Silver Medal,2,MIYOSHI N,MIYOSHI Naho,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,TAKADA M,TAKADA Maki,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,MACHIDA R,MACHIDA Rui,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,MIYAZAWA Y,MIYAZAWA Yuki,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,MOTOHASHI N,MOTOHASHI Nako,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,NAGAOKA M,NAGAOKA Moeko,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,HAYASHI S,HAYASHI Saki,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,MAWULI E,MAWULI Evelyn,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,MIYAZAKI S,MIYAZAKI Saori,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,AKAHO H,AKAHO Himawari,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,OKOYE M,OKOYE Monica,W,JPN,BKB,Women,Japan,Basketball
Silver Medal,2,TODO N,TODO Nanako,W,JPN,BKB,Women,Japan,Basketball
Bronze Medal,3,FAUTHOUX M,FAUTHOUX Marine,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,DUCHET A,DUCHET Alix,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,JOHANNES M,JOHANNES Marine,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,MICHEL S,MICHEL Sarah,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,VUKOSAVLJEVIC V,VUKOSAVLJEVIC Valeriane,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,TCHATCHOUANG D,TCHATCHOUANG Diandra,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,MIYEM E,MIYEM Endene,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,CHARTEREAU A,CHARTEREAU Alexia,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,GRUDA S,GRUDA Sandrine,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,RUPERT I,RUPERT Iliana,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,CIAK H,CIAK Helena,W,FRA,BKB,Women,France,Basketball
Bronze Medal,3,WILLIAMS G,WILLIAMS Gabby,W,FRA,BKB,Women,France,Basketball
Gold Medal,1,CRUZ A,CRUZ Andy,M,CUB,BOX,Men's Light (57-63kg),Cuba,Boxing
Silver Medal,2,DAVIS K,DAVIS Keyshawn,M,USA,BOX,Men's Light (57-63kg),United States of America,Boxing
Gold Medal,1,JALOLOV B,JALOLOV Bakhodir,M,UZB,BOX,Men's Super Heavy (+91kg),Uzbekistan,Boxing
Silver Medal,2,TORREZ JR R,TORREZ JR Richard,M,USA,BOX,Men's Super Heavy (+91kg),United States of America,Boxing
Gold Medal,1,HARRINGTON KA,HARRINGTON Kellie Anne,W,IRL,BOX,Women's Light (57-60kg),Ireland,Boxing
Silver Medal,2,FERREIRA B,FERREIRA Beatriz,W,BRA,BOX,Women's Light (57-60kg),Brazil,Boxing
Gold Medal,1,PRICE L,PRICE Lauren,W,GBR,BOX,Women's Middle (69-75kg),Great Britain,Boxing
Silver Medal,2,LI Q,LI Qian,W,CHN,BOX,Women's Middle (69-75kg),People's Republic of China,Boxing
Gold Medal,1,KENNY J,KENNY Jason,M,GBR,CTR,Men's Keirin,Great Britain,Cycling Track
Silver Medal,2,AWANG MA,AWANG Mohd Azizulhasni,M,MAS,CTR,Men's Keirin,Malaysia,Cycling Track
Bronze Medal,3,LAVREYSEN H,LAVREYSEN Harrie,M,NED,CTR,Men's Keirin,Netherlands,Cycling Track
Gold Medal,1,VALENTE J,VALENTE Jennifer,W,USA,CTR,Women's Omnium,United States of America,Cycling Track
Silver Medal,2,KAJIHARA Y,KAJIHARA Yumi,W,JPN,CTR,Women's Omnium,Japan,Cycling Track
Bronze Medal,3,WILD K,WILD Kirsten,W,NED,CTR,Women's Omnium,Netherlands,Cycling Track
Gold Medal,1,MITCHELL K,MITCHELL Kelsey,W,CAN,CTR,Women's Sprint,Canada,Cycling Track
Silver Medal,2,STARIKOVA O,STARIKOVA Olena,W,UKR,CTR,Women's Sprint,Ukraine,Cycling Track
Bronze Medal,3,LEE WS,LEE Wai Sze,W,HKG,CTR,Women's Sprint,"Hong Kong, China",Cycling Track
Gold Medal,1,EDWIGE B,EDWIGE Beatrice,W,FRA,HBL,Women,France,Handball
Gold Medal,1,NZE MINKO E,NZE MINKO Estelle,W,FRA,HBL,Women,France,Handball
Gold Medal,1,LEYNAUD A,LEYNAUD Amandine,W,FRA,HBL,Women,France,Handball
Gold Medal,1,DARLEUX C,DARLEUX Cleopatre,W,FRA,HBL,Women,France,Handball
Gold Medal,1,LASSOURCE C,LASSOURCE Coralie,W,FRA,HBL,Women,France,Handball
Gold Medal,1,VALENTINI C,VALENTINI Chloe,W,FRA,HBL,Women,France,Handball
Gold Medal,1,FOPPA P,FOPPA Pauletta,W,FRA,HBL,Women,France,Handball
Gold Medal,1,LACRABERE A,LACRABERE Alexandra,W,FRA,HBL,Women,France,Handball
Gold Medal,1,SERCIEN UGOLIN O,SERCIEN UGOLIN Oceane,W,FRA,HBL,Women,France,Handball
Gold Medal,1,COATANEA P,COATANEA Pauline,W,FRA,HBL,Women,France,Handball
Gold Medal,1,FLIPPES L,FLIPPES Laura,W,FRA,HBL,Women,France,Handball
Gold Medal,1,DANCETTE B,DANCETTE Blandine,W,FRA,HBL,Women,France,Handball
Gold Medal,1,ZAADI DEUNA G,ZAADI DEUNA Grace,W,FRA,HBL,Women,France,Handball
Gold Medal,1,NOCANDY M,NOCANDY Meline,W,FRA,HBL,Women,France,Handball
Gold Medal,1,PINEAU A,PINEAU Allison,W,FRA,HBL,Women,France,Handball
Gold Medal,1,NIAKATE K,NIAKATE Kalidiatou,W,FRA,HBL,Women,France,Handball
Silver Medal,2,BOBROVNIKOVA V,BOBROVNIKOVA Vladlena,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,VEDEKHINA P,VEDEKHINA Polina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,VYAKHIREVA A,VYAKHIREVA Anna,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,GORSHKOVA P,GORSHKOVA Polina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,DMITRIEVA D,DMITRIEVA Daria,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,ILINA E,ILINA Ekaterina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,KALININA V,KALININA Viktoriia,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,KUZNETSOVA P,KUZNETSOVA Polina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,MAKEEVA K,MAKEEVA Kseniia,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,MANAGAROVA I,MANAGAROVA Iuliia,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,MIKHAYLICHENKO E,MIKHAYLICHENKO Elena,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,SEDOYKINA A,SEDOYKINA Anna,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,SEN A,SEN Anna,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,SKOROBOGATCHENKO A,SKOROBOGATCHENKO Antonina,W,ROC,HBL,Women,ROC,Handball
Silver Medal,2,FOMINA O,FOMINA Olga,W,ROC,HBL,Women,ROC,Handball
Bronze Medal,3,TOMAC M,TOMAC Marta,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,JACOBSEN M,JACOBSEN Marit,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,MOERK N,MOERK Nora,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,REISTAD H,REISTAD Henny,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,KRISTIANSEN V,KRISTIANSEN Veronica,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,SKOGRAND S,SKOGRAND Stine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,LUNDE K,LUNDE Katrine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,JOHANSEN VI,JOHANSEN Vilde Ingeborg,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,BREISTOEL K,BREISTOEL Kristine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,FRAFJORD MM,FRAFJORD Marit Malm,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,BRATTSET DALE K,BRATTSET DALE Kari,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,BREDAL OFTEDAL S,BREDAL OFTEDAL Stine,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,SOLBERG ISAKSEN S,SOLBERG ISAKSEN Sanna,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,HERREM C,HERREM Camilla,W,NOR,HBL,Women,Norway,Handball
Bronze Medal,3,SOLBERG S,SOLBERG Silje,W,NOR,HBL,Women,Norway,Handball
Gold Medal,1,DYANKOVA S,DYANKOVA Simona,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,RADUKANOVA M,RADUKANOVA Madlen,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,KIRYAKOVA S,KIRYAKOVA Stefani,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,ZAFIROVA E,ZAFIROVA Erika,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Gold Medal,1,TRAETS L,TRAETS Laura,W,BUL,GRY,Group All-Around,Bulgaria,Rhythmic Gymnastics
Silver Medal,2,BLIZNYUK A,BLIZNYUK Anastasia,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,SHKATOVA A,SHKATOVA Angelina,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,TISHCHENKO A,TISHCHENKO Alisa,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,MAKSIMOVA A,MAKSIMOVA Anastasiia,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Silver Medal,2,TATAREVA A,TATAREVA Anastasiia,W,ROC,GRY,Group All-Around,ROC,Rhythmic Gymnastics
Bronze Medal,3,MAURELLI A,MAURELLI Alessia,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,CENTOFANTI M,CENTOFANTI Martina,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,SANTANDREA M,SANTANDREA Martina,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,DURANTI A,DURANTI Agnese,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
Bronze Medal,3,MOGUREAN D,MOGUREAN Daniela,W,ITA,GRY,Group All-Around,Italy,Rhythmic Gymnastics
